Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Beam Transmission,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
 TN270,Oct 12 2011 14:23:31,47 43.98 N,122 45.84 W,47.733,-122.764,P17,80.70,80.01,10.68,30.27,23.15,4.33,1.07,85.38,4.89,,
 TN270,Oct 12 2011 14:23:31,47 43.98 N,122 45.84 W,47.733,-122.764,P17,90.91,90.12,10.74,30.35,23.20,4.61,1.09,82.36,5.17,,
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,2.65,2.62,10.69,28.48,21.75,5.39,9.34,85.25,6.22,10.94,1.55
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,4.99,4.95,10.69,28.50,21.77,5.39,12.12,86.15,5.83,8.24,1.25
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,10.21,10.12,10.67,28.96,22.13,5.01,7.78,86.67,5.48,7.76,1.05
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,20.23,20.06,10.59,29.81,22.80,4.18,2.84,89.81,4.74,2.69,0.71
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,30.32,30.06,10.68,30.24,23.13,4.33,1.33,86.34,4.92,0.77,0.76
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,50.52,50.09,10.69,30.32,23.18,4.41,0.99,80.33,4.94,0.62,0.84
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,81.01,80.31,10.75,30.41,23.25,4.69,0.94,78.35,5.29,,
 TN270,Oct 12 2011 15:16:44,47 41.52 N,122 45.78 W,47.692,-122.763,P16,100.92,100.05,10.76,30.44,23.27,4.79,1.07,72.15,5.38,,
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,3.04,3.02,10.63,27.91,21.32,5.71,15.62,78.56,6.16,16.93,2.43
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,5.20,5.16,10.49,28.55,21.84,4.82,13.02,85.39,4.85,12.96,1.50
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,10.52,10.43,10.19,29.33,22.50,3.46,4.00,92.83,3.66,3.79,1.00
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,20.40,20.23,9.75,29.85,22.98,2.21,1.24,95.25,2.58,0.91,0.99
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,30.57,30.31,10.36,30.06,23.04,3.17,0.75,93.80,,0.19,0.68
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,50.84,50.41,10.64,30.20,23.10,3.64,0.64,92.01,4.15,0.19,0.52
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,80.94,80.25,10.69,30.26,23.14,3.84,0.71,89.57,4.40,,
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,101.24,100.37,10.70,30.31,23.18,4.14,0.82,85.57,4.69,,
 TN270,Oct 12 2011 16:18:42,47 39.72 N,122 51.54 W,47.662,-122.859,P15,122.75,121.69,10.72,30.36,23.22,4.28,0.91,81.11,4.83,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,2.51,2.49,10.52,28.06,21.46,5.23,17.87,80.47,6.31,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,4.98,4.94,10.35,28.31,21.68,4.73,14.95,83.65,5.11,14.86,1.56
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,10.07,9.99,9.89,28.96,22.26,3.44,9.29,86.76,3.34,6.62,1.51
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,20.24,20.07,9.65,29.80,22.95,2.13,1.35,95.08,2.70,0.63,1.06
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,30.21,29.95,9.93,29.96,23.03,2.48,1.00,93.82,,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,30.21,29.96,9.92,29.96,23.03,2.47,0.95,93.65,2.90,0.41,1.04
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,50.61,50.18,10.54,30.18,23.10,3.43,0.63,93.11,,0.17,0.59
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,80.78,80.09,10.71,30.30,23.17,3.94,0.66,89.66,4.43,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,111.14,110.18,10.77,30.36,23.20,4.20,0.76,87.70,4.69,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,141.27,140.04,10.79,30.37,23.21,4.25,0.80,86.84,4.84,,
 TN270,Oct 12 2011 17:28:22,47 36.42 N,122 56.4 W,47.607,-122.940,P14,171.35,169.85,10.79,30.38,23.22,4.19,0.82,85.76,4.70,,
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,3.60,3.56,10.08,28.41,21.80,4.42,11.25,81.88,4.70,16.53,2.70
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,5.21,5.16,9.95,28.67,22.02,3.66,12.25,83.19,3.41,10.89,1.54
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,10.09,10.01,9.60,29.77,22.93,1.96,1.56,93.24,2.18,2.38,1.41
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,20.29,20.12,9.86,29.94,23.03,2.33,0.90,93.51,,,
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,20.31,20.14,9.85,29.94,23.03,2.32,0.93,93.42,2.83,0.49,1.15
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,30.15,29.89,10.26,30.07,23.07,2.99,0.84,93.48,3.48,0.47,1.06
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,50.48,50.05,10.56,30.19,23.11,3.44,0.68,93.08,3.92,0.30,0.72
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,81.04,80.35,10.70,30.30,23.17,3.89,0.65,91.16,4.38,,
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,111.16,110.20,10.67,30.33,23.20,3.84,0.63,90.71,4.38,,
 TN270,Oct 12 2011 18:59:29,47 32.82 N,123 0.48 W,47.547,-123.008,P13,140.98,139.76,10.74,30.37,23.22,3.94,0.72,87.41,4.49,,
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,3.89,3.85,9.49,28.92,22.29,2.85,2.69,92.46,2.89,2.11,0.62
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,5.26,5.22,9.46,29.30,22.59,2.36,2.86,92.83,2.35,2.30,1.22
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,10.21,10.13,9.43,29.80,22.98,1.64,1.12,93.36,1.86,0.76,1.21
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,19.91,19.74,9.70,29.90,23.02,2.00,1.01,93.04,1.94,0.44,1.17
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,30.32,30.06,10.19,30.09,23.09,2.90,0.85,92.75,3.21,0.33,1.00
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,30.32,30.07,10.31,30.10,23.08,3.00,0.81,92.89,,,
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,50.48,50.06,10.58,30.22,23.13,3.53,0.68,91.95,3.96,0.21,0.63
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,80.68,79.99,10.63,30.27,23.16,3.69,0.63,91.27,4.17,,
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,100.96,100.09,10.64,30.30,23.18,3.77,0.61,91.17,4.22,,
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,121.28,120.23,10.66,30.34,23.21,3.79,0.61,89.34,4.26,,
 TN270,Oct 12 2011 20:15:05,47 29.52 N,123 3.36 W,47.492,-123.056,P401,150.90,149.58,10.66,30.35,23.21,3.70,0.62,86.02,4.19,,
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,3.47,3.44,9.71,26.95,20.72,4.20,6.53,76.25,,1.70,0.45
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,5.12,5.08,9.42,29.51,22.76,1.50,3.16,93.85,1.48,1.53,0.58
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,10.12,10.04,9.24,29.67,22.92,1.06,1.88,93.81,1.59,1.80,
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,19.99,19.82,10.10,30.03,23.06,2.62,0.82,92.66,2.90,0.20,0.56
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,20.01,19.84,10.15,30.04,23.06,2.64,0.76,92.14,,,
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,30.27,30.02,10.35,30.12,23.08,3.10,0.71,91.49,3.36,0.15,0.46
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,50.73,50.30,10.49,30.17,23.10,3.36,0.68,92.70,3.86,0.16,0.46
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,80.92,80.23,10.62,30.27,23.16,3.73,0.65,92.09,4.24,,
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,101.09,100.23,10.66,30.31,23.18,3.79,0.62,91.14,4.27,,
 TN270,Oct 12 2011 21:18:50,47 25.56 N,123 6.48 W,47.426,-123.108,P12,120.91,119.87,10.68,30.33,23.20,3.56,0.60,79.89,3.99,,
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,3.07,3.04,9.82,28.51,21.92,2.93,9.10,83.74,,6.62,0.67
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,5.20,5.16,9.92,28.50,21.89,3.40,6.18,84.03,,,
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,5.21,5.17,9.82,28.62,22.01,2.98,8.00,83.45,2.37,4.77,0.73
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,10.37,10.28,9.47,29.76,22.95,1.30,1.22,90.88,1.42,0.54,0.29
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,20.39,20.21,9.85,29.95,23.04,2.00,0.78,87.05,2.39,0.14,0.47
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,30.43,30.18,10.21,30.07,23.07,2.66,0.74,85.30,2.66,0.15,0.56
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,50.78,50.35,10.60,30.22,23.12,3.53,0.63,90.48,3.94,0.12,0.36
 TN270,Oct 12 2011 22:13:51,47 22.38 N,123 8.04 W,47.373,-123.134,P11,88.57,87.81,10.67,30.28,23.16,3.59,0.63,84.36,4.08,,
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,3.00,2.98,11.46,24.71,18.71,5.49,24.42,67.56,,8.80,1.64
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,3.04,3.02,11.42,24.69,18.70,5.65,24.21,66.71,,16.30,1.36
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,4.95,4.91,9.93,28.95,22.24,2.59,18.38,74.80,2.45,1.31,0.49
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,10.16,10.07,9.54,29.52,22.75,1.34,4.12,90.52,1.26,0.43,0.40
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,20.15,19.98,9.52,29.77,22.94,1.26,1.16,83.85,1.55,0.24,0.56
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,29.98,29.73,9.85,29.92,23.01,1.83,1.01,76.79,2.31,0.23,0.70
 TN270,Oct 12 2011 23:44:34,47 21.54 N,123 1.2 W,47.359,-123.020,P402,45.60,45.22,10.06,30.02,23.06,2.22,0.92,66.15,2.42,,
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,3.62,3.59,10.74,30.62,23.41,5.51,1.45,93.40,6.17,1.06,0.37
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,5.53,5.48,10.76,30.62,23.41,5.51,1.57,93.45,6.21,0.91,0.33
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,10.21,10.12,10.67,30.69,23.47,5.51,1.30,93.17,6.25,0.96,0.29
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,20.12,19.95,10.67,30.68,23.47,5.45,1.39,93.26,,,
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,20.16,19.99,10.64,30.70,23.49,5.43,1.29,93.29,6.37,0.56,0.24
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,30.27,30.01,10.56,30.76,23.55,5.39,1.25,92.94,5.62,0.57,0.27
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,51.56,51.12,10.59,30.74,23.53,5.43,1.29,92.99,6.44,0.64,0.31
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,82.50,81.79,10.57,30.76,23.55,5.38,1.22,92.76,6.10,,
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,103.06,102.17,10.42,30.86,23.65,5.32,1.22,92.18,6.11,,
 TN270,Oct 13 2011 09:17:14,48 1.98 N,122 37.08 W,48.033,-122.618,P18,121.55,120.49,10.35,30.91,23.70,5.26,1.13,92.01,5.95,,
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,4.23,4.19,11.02,30.44,23.22,5.74,1.52,94.21,6.45,0.87,0.28
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,5.13,5.09,10.98,30.46,23.25,5.71,1.43,94.17,6.46,0.92,0.27
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,10.22,10.13,10.86,30.55,23.34,5.61,1.48,94.01,6.33,1.01,0.25
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,20.79,20.61,10.77,30.61,23.40,5.52,1.35,93.78,6.26,0.64,0.23
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,20.79,20.62,10.77,30.61,23.40,5.52,1.38,93.77,,,
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,30.73,30.47,10.74,30.63,23.42,5.51,1.35,93.65,6.19,0.62,0.26
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,51.85,51.41,10.56,30.77,23.56,5.42,1.31,93.29,5.89,0.58,0.27
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,81.39,80.70,10.42,30.88,23.67,5.34,1.13,92.70,6.03,,
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,101.38,100.51,10.38,30.91,23.70,5.31,1.12,92.58,5.99,,
 TN270,Oct 13 2011 10:23:04,48 5.58 N,122 37.92 W,48.093,-122.632,P19,153.10,151.75,10.24,31.02,23.81,5.22,1.11,92.62,5.89,,
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,2.94,2.91,10.54,30.77,23.56,5.43,1.46,93.69,6.15,0.56,0.21
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,3.02,3.00,10.54,30.77,23.56,5.43,1.47,93.70,,,
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,5.41,5.36,10.54,30.77,23.56,5.45,1.38,93.73,6.16,0.53,0.19
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,10.36,10.27,10.54,30.77,23.56,5.43,1.41,93.62,6.15,0.53,0.16
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,20.37,20.20,10.54,30.77,23.56,5.44,1.36,93.50,6.15,0.52,0.16
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,30.76,30.50,10.57,30.75,23.54,5.46,1.30,93.47,6.17,0.80,0.21
 TN270,Oct 13 2011 11:24:43,48 8.46 N,122 41.28 W,48.141,-122.688,P20,79.55,78.87,10.54,30.78,23.57,5.41,1.38,93.22,6.11,0.59,0.25
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,3.03,3.00,10.08,31.12,23.91,5.15,1.19,92.53,5.80,0.45,0.25
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,5.27,5.22,10.08,31.13,23.92,5.13,1.08,92.36,5.74,0.39,0.23
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,10.31,10.22,10.08,31.13,23.92,5.12,1.04,92.24,,,
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,10.33,10.24,10.07,31.13,23.92,5.12,1.06,92.15,5.71,0.45,0.20
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,20.63,20.45,10.06,31.15,23.94,5.11,1.04,92.16,5.72,0.36,0.20
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,30.95,30.69,10.02,31.19,23.98,5.05,1.04,91.91,5.69,0.43,0.23
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,50.14,49.71,9.83,31.40,24.17,4.90,1.03,91.91,5.51,0.37,0.25
 TN270,Oct 13 2011 12:26:52,48 11.46 N,122 50.94 W,48.191,-122.849,P21,76.18,75.53,9.67,31.58,24.33,4.76,0.96,91.96,5.34,,
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,3.25,3.22,10.22,30.68,23.55,5.34,1.33,92.68,6.04,0.48,0.14
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,4.96,4.92,10.22,30.68,23.54,5.33,1.21,92.57,5.98,0.52,0.15
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,9.80,9.72,10.19,30.68,23.55,5.30,1.22,92.52,,,
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,9.89,9.80,10.20,30.69,23.55,5.30,1.21,92.67,5.99,0.44,0.15
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,20.68,20.51,10.14,30.77,23.63,5.25,1.17,92.06,5.95,0.47,0.19
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,30.22,29.96,10.05,30.94,23.78,5.12,1.16,91.22,5.76,0.45,0.18
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,50.63,50.20,9.79,31.32,24.11,4.84,0.91,92.06,5.37,0.38,0.20
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,80.73,80.03,9.61,31.55,24.32,4.66,0.87,92.42,5.22,,
 TN270,Oct 13 2011 13:29:09,48 16.32 N,123 1.38 W,48.272,-123.023,P22,120.61,119.56,8.64,32.49,25.21,3.74,0.63,92.68,4.18,,
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,2.89,2.87,10.00,30.52,23.46,5.44,1.15,93.66,6.11,0.47,0.15
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,5.46,5.41,10.00,30.53,23.46,5.42,1.26,93.70,6.06,0.52,0.15
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,10.30,10.21,9.99,30.55,23.48,5.36,1.04,93.92,6.02,0.59,0.15
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,20.82,20.64,9.98,30.59,23.52,5.34,1.12,94.17,,,
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,20.82,20.64,9.96,30.61,23.54,5.33,1.14,94.21,5.96,0.57,0.16
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,30.62,30.36,9.77,30.72,23.65,5.05,0.91,94.75,5.79,0.59,0.14
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,50.91,50.48,9.72,30.89,23.79,4.96,0.78,94.92,5.55,0.30,0.15
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,81.08,80.38,9.42,31.67,24.45,4.55,0.78,95.07,5.09,,
 TN270,Oct 13 2011 14:39:07,48 20.22 N,123 7.56 W,48.337,-123.126,P24,112.56,111.58,8.83,32.24,24.99,3.94,0.71,93.68,4.45,,
