"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","Black","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"1",-0.042836222157054,-0.0733909665182442,"05","1T1",2005,"1","T1","Forward",1.6232492903979,0,0,0.477121254719662,0,1.11394335230684,0.301029995663981,0,0,0,0,0.602059991327962,0,0
"2",0.38184775826919,-0.167383210481231,"06","1T1",2006,"1","T1","Forward",1.84509804001426,0,0,0,0,0.477121254719662,0,0,0,0,0,1.5910646070265,0,0
"3",0.425957512069432,-0.281965603960652,"06","2T1",2006,"2","T1","Forward",0.903089986991944,0,0,0.602059991327962,0,0.477121254719662,0,0,0,0,0,1.78532983501077,0,0
"4",1.23046101967275,-0.234768394895812,"06","3T1",2006,"3","T1","Forward",0,0,0,0.301029995663981,0.301029995663981,0,0,0,0,0,0,1.70757017609794,0,0
"5",-1.03959356854255,-0.437947732985535,"06","4T1",2006,"4","T1","Forward",0.845098040014257,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.156633560296591,0.721872272068659,"07","1T1",2007,"1","T1","Forward",2.16731733474818,0,0,0.301029995663981,0,0,1,0,0.301029995663981,0.301029995663981,0.845098040014257,0,0,0
"7",-0.499701521605708,0.621872010336604,"07","2T1",2007,"2","T1","Forward",1.50514997831991,0,0,0,0,0,0,0,0.301029995663981,0.301029995663981,0,0.301029995663981,0,0
"8",-0.651327821759952,-0.528382331741871,"07","3T1",2007,"3","T1","Forward",0.845098040014257,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0
"9",-0.546154682178523,-0.418225191310286,"07","4T1",2007,"4","T1","Forward",1.04139268515823,0,0,0,0,0.477121254719662,0,0,0,0,0.301029995663981,0,0,0
"10",-0.655287469118168,1.06601054638763,"08","1T1",2008,"1","T1","Forward",0.778151250383644,0,0,0,0,0,0.602059991327962,0,0.477121254719662,1.61278385671974,0,0,0,0
"11",-0.334344874622455,0.912419369185772,"08","2T1",2008,"2","T1","Forward",1.41497334797082,0,0,0,0,0,0.903089986991944,0,0.477121254719662,1.49136169383427,0.602059991327962,0,0,0
"12",-0.629767175769227,0.448651430904205,"08","3T1",2008,"3","T1","Forward",1.30102999566398,0,0,0,0,0,0.698970004336019,0,0,0,0.301029995663981,0,0,0
"13",0.870349956885674,0.354651535520141,"08","4T1",2008,"4","T1","Forward",0.778151250383644,0,0,0,0,0,0.698970004336019,0,0,0,0.698970004336019,2.54282542695918,0,0
"14",-0.19887590255234,-0.258216911046129,"09","1T1",2009,"1","T1","Forward",1.11394335230684,0,0,0.778151250383644,0,0.698970004336019,0,0,0,0,0.301029995663981,0,0,0
"15",0.0790039537684774,0.027990720963223,"09","2T1",2009,"2","T1","Forward",1.61278385671974,0,0,1,0.301029995663981,0.778151250383644,0.301029995663981,0,0,0,0.778151250383644,0.698970004336019,0,0
"16",-0.334140247591405,-0.146347380309381,"09","3T1",2009,"3","T1","Forward",1.50514997831991,0,0,0.477121254719662,0,0.602059991327962,0,0,0,0,0,0,0,0
"17",0.285562088953589,0.0693631548258681,"09","4T1",2009,"4","T1","Forward",2.11727129565576,0,0,0.845098040014257,0,0.698970004336019,0,0.301029995663981,0,0,0.845098040014257,1.49136169383427,0,0.301029995663981
"18",-0.229256460616196,-0.130043170471758,"10","1T1",2010,"1","T1","Forward",1.68124123737559,0,0,0.778151250383644,0,0.778151250383644,0,0,0,0,0,0,0,0
"19",-0.252731266206071,-0.353562489257059,"10","2T1",2010,"2","T1","Forward",1,0.301029995663981,0,0.778151250383644,0,0.903089986991944,0,0,0,0,0,0,0,0
"20",-0.213494960434841,0.035263601210725,"10","3T1",2010,"3","T1","Forward",2.02118929906994,0,0,0.698970004336019,0,0.698970004336019,0.477121254719662,0,0,0,0,0,0,0
"21",-0.193859482938014,-0.156190317446867,"10","4T1",2010,"4","T1","Forward",1.30102999566398,0,0,0.954242509439325,0,0.845098040014257,0.301029995663981,0,0,0,0,0,0,0
"22",-0.299784528344879,-0.271573656376317,"10","5T1",2010,"5","T1","Forward",1,0,0,0.477121254719662,0,1.04139268515823,0.301029995663981,0,0,0,0,0,0,0
"23",0.384167841502459,-0.456381561030521,"11","1T1",2011,"1","T1","Forward",0.477121254719662,0,0,0.954242509439325,0,0.698970004336019,0,0,0,0,0,1.32221929473392,0,0
"24",-0.151692234109501,-0.051861990455708,"11","2T1",2011,"2","T1","Forward",1.5910646070265,0,0,0.954242509439325,0,1,0.301029995663981,0,0,0,0.301029995663981,0,0,0
"25",-0.209055151846448,-0.0848751784704869,"11","3T1",2011,"3","T1","Forward",1.51851393987789,0,0,0.778151250383644,0,0.778151250383644,0.301029995663981,0,0,0,0,0,0,0
"26",0.443003136035738,0.165122448766885,"11","4T1",2011,"4","T1","Forward",2.13033376849501,0,0.301029995663981,0,0,0.903089986991944,0.301029995663981,0,0,0,0,2.23299611039215,0,0
"27",-0.389723669487654,-0.552182770371117,"11","5T1",2011,"5","T1","Forward",0.845098040014257,0,0,0,0,1.14612803567824,0,0,0,0,0.301029995663981,0,0,0
"28",0.547243969015173,-0.128831004782299,"12","1T1",2012,"1","T1","Forward",1.20411998265592,0,0,0,0,0.477121254719662,0,0,0,0,0.301029995663981,2.02530586526477,0,0
"29",0.241887352660039,0.00227948086528193,"12","2T1",2012,"2","T1","Forward",1.39794000867204,0,0,1,0,0.778151250383644,0.477121254719662,0,0.477121254719662,0,0.301029995663981,1.70757017609794,0,0
"30",-0.341002533452244,-0.300241327969917,"12","3T1",2012,"3","T1","Forward",1.11394335230684,0,0,0.477121254719662,0,0.602059991327962,0,0,0,0,0,0,0,0
"31",0.398752947132973,0.170121103950863,"12","4T1",2012,"4","T1","Forward",2.11394335230684,0,0,0.301029995663981,0,0.698970004336019,0.301029995663981,0,0,0,0.778151250383644,2.45024910831936,0,0
"32",-0.210697278362191,-0.0173592261330485,"12","5T1",2012,"5","T1","Forward",1.5910646070265,0,0,0.602059991327962,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0,0,0,0,0
"33",0.487512736208289,-0.160074177690242,"13","1T1",2013,"1","T1","Forward",0.845098040014257,0,0,0.698970004336019,0.301029995663981,0.845098040014257,0,0,0,0,0.301029995663981,2.60314437262018,0,0
"34",0.529753908040559,-0.245188093097003,"13","2T1",2013,"2","T1","Forward",0.845098040014257,0,0,0.477121254719662,0.301029995663981,0.477121254719662,0,0,0,0,0,2.08278537031645,0,0
"35",-0.353127529610023,-0.220110241835688,"13","3T1",2013,"3","T1","Forward",1.32221929473392,0,0,0.301029995663981,0,0.845098040014257,0,0,0,0,0,0,0,0
"36",0.407271014888625,0.160531317978102,"13","4T1",2013,"4","T1","Forward",1.96378782734556,0,0.301029995663981,0.477121254719662,0.477121254719662,0.477121254719662,0.301029995663981,0,0,0,0.477121254719662,2.39967372148104,0,0
"37",-0.274629102077754,-0.305487826283232,"13","5T1",2013,"5","T1","Forward",1.04139268515823,0,0,0.602059991327962,0,0.903089986991944,0,0,0,0,0,0,0,0
"38",0.135047117564366,0.200308443455597,"14","1T1",2014,"1","T1","Forward",1.94939000664491,0,0.301029995663981,0.778151250383644,0.477121254719662,0.903089986991944,0.778151250383644,0,0.301029995663981,0,0.477121254719662,1.04139268515823,0,0
"39",-0.12281345988472,0.177050765845861,"14","2T1",2014,"2","T1","Forward",1.66275783168157,0,0,0.845098040014257,0.477121254719662,0.845098040014257,0.301029995663981,0,0.602059991327962,0,0.477121254719662,0,0.301029995663981,0
"40",-0.239983015662497,0.110411868071228,"14","3T1",2014,"3","T1","Forward",1.38021124171161,0,0,0.903089986991944,0.602059991327962,1.14612803567824,0.698970004336019,0,0,0,0,0,0,0.301029995663981
"41",-0.185761202183351,0.263992773711858,"14","4T1",2014,"4","T1","Forward",1.57978359661681,0,0.698970004336019,0.698970004336019,0.698970004336019,1.14612803567824,0.698970004336019,0.301029995663981,0.301029995663981,0,0,0,0,0
"42",-0.370135967112935,0.103507161011618,"14","5T1",2014,"5","T1","Forward",1.79239168949825,0.602059991327962,0,0.477121254719662,0,1.34242268082221,0.602059991327962,0,0,0,0,0,0,0
"43",0.437886174766979,0.0353843168608613,"15","1T1",2015,"1","T1","Forward",1.23044892137827,0,0.845098040014257,0.903089986991944,0,0.845098040014257,0.301029995663981,0.477121254719662,0,0,0.477121254719662,2.20682587603185,0,0.301029995663981
"44",0.178153208635051,-0.346892847466509,"15","2T1",2015,"2","T1","Forward",1.04139268515823,0.301029995663981,0,0.903089986991944,0.301029995663981,0.954242509439325,0.301029995663981,0.778151250383644,0,0,0,1.04139268515823,0.301029995663981,0
"45",-0.225683163761799,-0.347319169132365,"15","3T1",2015,"3","T1","Forward",1,0.301029995663981,0,0.698970004336019,0.301029995663981,0.954242509439325,0,0,0,0,0,0,0,0
"46",0.429362091003923,0.00947826906314167,"15","4T1",2015,"4","T1","Forward",1.17609125905568,0,0.903089986991944,0.698970004336019,0,0.845098040014257,0.301029995663981,0,0,0,1.23044892137827,1.81954393554187,0,0
"47",-0.370135967112935,0.103507161011618,"15","5T1",2015,"5","T1","Forward",1.79239168949825,0.602059991327962,0,0.477121254719662,0,1.34242268082221,0.602059991327962,0,0,0,0,0,0,0
"48",0.519830202964832,0.033706724372877,"16","1T1",2016,"1","T1","Forward",1.17609125905568,0,0,0.698970004336019,0.301029995663981,0.698970004336019,0.301029995663981,0,0,0,0.602059991327962,3.29025726939452,0,0.301029995663981
"49",0.414801791981329,0.211849957913174,"16","2T1",2016,"2","T1","Forward",1.79934054945358,0,0.477121254719662,0.602059991327962,0,0.778151250383644,0.477121254719662,0.301029995663981,0,0,0.477121254719662,3.06107532362979,0.301029995663981,0
"50",0.469736877280938,0.0206085944718582,"16","3T1",2016,"3","T1","Forward",1.36172783601759,0,1.17609125905568,0.845098040014257,0,0.698970004336019,0,0,0,0,0.698970004336019,2.20682587603185,0,0
"51",0.391314110306272,0.315990015502936,"16","5T1",2016,"5","T1","Forward",1.69897000433602,0,0,0.301029995663981,0,1.32221929473392,0.602059991327962,0.301029995663981,0.301029995663981,0,0,3.06107532362979,0,0
"52",0.271215501999535,0.159070861636115,"17","1T1",2017,"1","T1","Forward",2.04532297878666,0,0.698970004336019,1.04139268515823,0,0.903089986991944,0.477121254719662,0.477121254719662,0,0,0.602059991327962,1.49136169383427,0,0
"53",-0.164864815114702,0.014029751793516,"17","2T1",2017,"2","T1","Forward",1.83250891270624,0,0,0.845098040014257,0,0.778151250383644,0,0,0.301029995663981,0,0.301029995663981,0,0,0
"54",0.143957276894433,0.120375177215254,"17","3T1",2017,"3","T1","Forward",1.94939000664491,0,0,0.301029995663981,0.301029995663981,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.477121254719662,1.04139268515823,0,0
"55",-0.0829203082136433,0.166286757096333,"17","4T1",2017,"4","T1","Forward",1.67209785793572,0,1,0.845098040014257,0.477121254719662,0.903089986991944,0,0,0,0,0.301029995663981,0,0,0.301029995663981
"56",-0.23581892483404,-0.0522593725577814,"17","5T1",2017,"5","T1","Forward",1.46239799789896,0,0,0.845098040014257,0,1.20411998265592,0.602059991327962,0,0,0,0,0,0,0
"57",-0.0619003661850785,-0.15354064142309,"18","1T1",2018,"1","T1","Forward",1.25527250510331,0,0,0.903089986991944,0,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.778151250383644,0,0.301029995663981,0
"58",-0.15861961376195,0.346650328435228,"18","2T1",2018,"2","T1","Forward",2.13353890837022,0,0,1,0.301029995663981,0.301029995663981,0,0,0.301029995663981,0,0.301029995663981,0,0.301029995663981,0
"59",0.418099103598128,-0.136440197939052,"18","3T1",2018,"3","T1","Forward",1.07918124604762,0,0.602059991327962,0.845098040014257,0,0.477121254719662,0,0,0,0,0.301029995663981,1.70757017609794,0,0
"60",0.510198350000192,0.254929857384183,"18","4T1",2018,"4","T1","Forward",1.68124123737559,0,0.845098040014257,0.698970004336019,0,0,0.477121254719662,0,0,0,0,2.17897694729317,0,0
"61",-0.212765587453343,-0.366991820311002,"18","5T1",2018,"5","T1","Forward",1.04139268515823,0,0,0.778151250383644,0,1.25527250510331,0,0.301029995663981,0,0,0,0,0,0
"62",0.422689869133188,-0.503133636156833,"19","1T1",2019,"1","T1","Forward",0.301029995663981,0,0.301029995663981,1.17609125905568,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0,0,1.04139268515823,0.301029995663981,0
"63",-0.27310891052635,-0.048973902116835,"19","2T1",2019,"2","T1","Forward",1.50514997831991,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0.301029995663981,0,0,0,0,0,0.301029995663981,0
"64",-0.276823942460591,-0.00121055865303322,"19","3T1",2019,"3","T1","Forward",2.00860017176192,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0,0.301029995663981,0,0,0,0,0,0
"65",0.335530946706537,0.391991188610445,"19","4T1",2019,"4","T1","Forward",1.86923171973098,0,0.778151250383644,0.602059991327962,0.301029995663981,0.301029995663981,0,0.301029995663981,0.301029995663981,0,0.845098040014257,1.32221929473392,0.301029995663981,0.301029995663981
"66",-0.530249872160349,0.0743489938585848,"19","5T1",2019,"5","T1","Forward",1.47712125471966,0.301029995663981,0.301029995663981,0,0,0.698970004336019,0.301029995663981,0.477121254719662,0,0,0,0,0,0
"67",-0.247705818593977,0.0681228786016532,"21","2T1",2021,"2","T1","Forward",1.89762709129044,0,0,0.698970004336019,0.301029995663981,0.698970004336019,0,0,0.477121254719662,0,0,0,0,0
"68",-0.226128779303401,-0.110569021843053,"21","3T1",2021,"3","T1","Forward",1.56820172406699,0,0,0.778151250383644,0.301029995663981,0.698970004336019,0,0.301029995663981,0,0,0,0,0,0
"69",0.402539140066782,0.110171083632062,"21","4T1",2021,"4","T1","Forward",1.39794000867204,0,0.477121254719662,1.14612803567824,0.477121254719662,0.845098040014257,0.301029995663981,0,0.301029995663981,0,1.11394335230684,2.26007138798507,0,0
